exercise_name,session_exercises,user_text,event_type,severity
Leg Press,Face Pull; Leg Press; Hamstring Curl; Bench Press; Overhead Press; Lateral Raise; Incline Bench Press; Romanian Deadlift,rack was occupied so I couldn't do side raise.,none,na
Overhead Press,Bench Press; Overhead Press; Leg Extension; Pull-Up; Hip Thrust; Leg Press,flat bnech felt easy next time add weight! glute bridge had aching in my knee.,none,na
Face Pull,Face Pull; Leg Press; Hamstring Curl; Bench Press; Overhead Press; Lateral Raise; Incline Bench Press; Romanian Deadlift,rack was occupied so I couldn't do side raise.,none,na
Lat Pulldown,Dumbbell Fly; Triceps Pushdown; Leg Press; Lat Pulldown; Incline Bench Press; Romanian Deadlift,Everything went fine.,none,na
Triceps Pushdown,Deadlift; Dumbbell Curl; Lat Pulldown; Calf Raise; Bench Press; Triceps Pushdown; Leg Press,Note: lat pulldown and deadlift felt light.,none,na
Barbell Row,Leg Press; Deadlift; Squat; Dumbbell Fly; Triceps Pushdown; Barbell Row,couldn't get a bench so I couldn't do squat. dl had tweak in my knee.,none,na
Deadlift,Incline Bench Press; Leg Press; Leg Extension; Triceps Pushdown; Deadlift,quad extension had sharp pain in my neck. leg press smoked me and I failed the last rep. tricep pushdown had to stop early and I failed the last rep!,none,na
Lat Pulldown,Lat Pulldown; Lateral Raise; Hip Thrust; Pull-Up; Hamstring Curl; Calf Raise; Bench Press; Dumbbell Fly,BTW no cables available so I couldnt do benchpress! lateral raise had aching in my lower back. had to leave early so I cut calf raise. Will adjust next time.,none,na
Hamstring Curl,Hamstring Curl; Lateral Raise; Pull-Up; Barbell Row; Romanian Deadlift,"Felt good today, no issues.",none,na
Leg Extension,Leg Extension; Face Pull; Lat Pulldown; Romanian Deadlift; Pull-Up; Squat; Dumbbell Curl; Barbell Row,face pull felt easy next time add weight! lat pulldown smoked me and I missed reps! row could go heavier.,none,na
Face Pull,Hamstring Curl; Romanian Deadlift; Hip Thrust; Face Pull; Lat Pulldown; Overhead Press; Barbell Row,on rdl my form broke down.,none,na
Deadlift,Bench Press; Hamstring Curl; Hip Thrust; Deadlift; Lateral Raise,benchpress felt easy! on glute bridge my form broke down.,none,na
Pull-Up,Face Pull; Lunge; Hamstring Curl; Dumbbell Curl; Squat; Lat Pulldown; Pull-Up; Hip Thrust,"Felt good today, no issues.",none,na
Deadlift,Hamstring Curl; Barbell Row; Dumbbell Curl; Romanian Deadlift; Incline Bench Press; Deadlift,"Also, rack was occupied so I couldn't do barbell row. leg curl missed reps. on incline bench my lost tightness!",none,na
Lat Pulldown,Bench Press; Face Pull; Leg Extension; Leg Press; Lat Pulldown; Dumbbell Curl; Squat; Incline Bench Press,Note: gym was packed so I couldn't do rear delt! on bsq my couldn't keep balance! incline press felt like warmup next time add weight!,none,na
Overhead Press,Hip Thrust; Overhead Press; Calf Raise; Dumbbell Fly; Dumbbell Curl; Incline Bench Press,dumbbell fly smoked me and I missed reps. on ohp my knees caved.,form,low
Dumbbell Curl,Dumbbell Fly; Lateral Raise; Hamstring Curl; Leg Press; Deadlift; Lunge; Pull-Up; Dumbbell Curl,felt gassed today.,none,na
Leg Press,Dumbbell Curl; Leg Extension; Leg Press; Face Pull; Bench Press; Lateral Raise,All good.,none,na
Lunge,Squat; Lateral Raise; Triceps Pushdown; Hamstring Curl; Dumbbell Curl; Face Pull; Bench Press; Lunge,rear delt was too light next time add weight. bsq too easy! lateral raise too easy could increase load.,none,na
Pull-Up,Pull-Up; Leg Press; Face Pull; Dumbbell Curl; Squat; Lateral Raise; Hip Thrust,Note: leg press had aching in my knee!,none,na
Hip Thrust,Barbell Row; Dumbbell Fly; Hamstring Curl; Lunge; Dumbbell Curl; Hip Thrust; Overhead Press,on barbell row my lost tightness. split squat couldn't finish.,none,na
Overhead Press,Dumbbell Curl; Triceps Pushdown; Overhead Press; Incline Bench Press; Calf Raise; Lat Pulldown; Face Pull,on calf raise my technique felt off. felt low energy today. Overall ok.,none,na
Leg Extension,Dumbbell Curl; Squat; Face Pull; Leg Press; Leg Extension; Overhead Press; Deadlift; Calf Raise,on pull my lost tightness. on press my back rounded.,none,na
Pull-Up,Pull-Up; Overhead Press; Face Pull; Incline Bench Press; Squat; Lateral Raise; Romanian Deadlift; Hip Thrust,pullup absolutely brutal! tbh,too_heavy,low
Dumbbell Fly,Leg Press; Pull-Up; Leg Extension; Triceps Pushdown; Calf Raise; Dumbbell Fly; Romanian Deadlift; Bench Press,chinup had pain in my elbow! leg press missed reps. felt low energy today!,none,na
Dumbbell Fly,Barbell Row; Hamstring Curl; Dumbbell Fly; Lunge; Pull-Up; Squat,row and bsq were too heavy and I couldn't finish all reps.,none,na
Romanian Deadlift,Triceps Pushdown; Romanian Deadlift; Bench Press; Incline Bench Press; Hip Thrust,pushdown couldn't finish. incline bench felt easy could increase load.,none,na
Lat Pulldown,Hamstring Curl; Barbell Row; Leg Extension; Lat Pulldown; Squat; Lunge,stressful day today. bad sleep today. Overall ok.,none,na
Overhead Press,Calf Raise; Incline Bench Press; Hamstring Curl; Romanian Deadlift; Overhead Press; Barbell Row; Dumbbell Fly,calves had pain in my ankle!,none,na
Pull-Up,Pull-Up; Deadlift; Incline Bench Press; Face Pull; Lat Pulldown,rear delt and incline press felt easy. tbh,none,na
Lat Pulldown,Lat Pulldown; Lateral Raise; Dumbbell Curl; Pull-Up; Overhead Press,machine was taken so I couldn't do lat pull-down.,equipment,low
Dumbbell Fly,Face Pull; Lunge; Hip Thrust; Dumbbell Fly; Barbell Row; Calf Raise; Dumbbell Curl,"Also, felt low energy today!",other,low
Triceps Pushdown,Triceps Pushdown; Deadlift; Lateral Raise; Lunge; Leg Press; Leg Extension,BTW rope pushdown had felt sketchy in my wrist!,pain,low
Hamstring Curl,Calf Raise; Leg Press; Face Pull; Squat; Hamstring Curl; Leg Extension; Deadlift; Triceps Pushdown,pull smoked me.,none,na
Triceps Pushdown,Hip Thrust; Calf Raise; Face Pull; Triceps Pushdown; Incline Bench Press; Bench Press; Leg Extension; Lat Pulldown,leg extension had tweak in my neck. hip thrust felt easy next time add weight.,none,na
Triceps Pushdown,Pull-Up; Deadlift; Overhead Press; Romanian Deadlift; Triceps Pushdown; Squat; Leg Extension; Hip Thrust,felt gassed today!,none,na
Barbell Row,Calf Raise; Hip Thrust; Lateral Raise; Triceps Pushdown; Leg Press; Incline Bench Press; Barbell Row,Solid session.,none,na
Calf Raise,Calf Raise; Dumbbell Fly; Squat; Triceps Pushdown; Leg Extension; Deadlift; Lateral Raise; Dumbbell Curl,"Also, stressful day today!",none,na
Pull-Up,Pull-Up; Squat; Dumbbell Fly; Bench Press; Deadlift; Incline Bench Press; Leg Extension; Calf Raise,"bsq, calf raise, and pullup felt easy could add weight next time!",too_light,medium
Deadlift,Deadlift; Hamstring Curl; Squat; Incline Bench Press; Pull-Up; Lunge; Hip Thrust,chinup couldn't finish. Need more rest.,none,na
Romanian Deadlift,Dumbbell Curl; Bench Press; Romanian Deadlift; Lunge; Overhead Press; Hamstring Curl,bp missed reps.,none,na
Pull-Up,Calf Raise; Deadlift; Squat; Pull-Up; Lat Pulldown,BTW had to leave early so I cut dl.,none,na
Calf Raise,Leg Extension; Calf Raise; Barbell Row; Incline Bench Press; Hamstring Curl; Dumbbell Curl,"Also, calf raise had pain in my lower back.",pain,low
Lunge,Bench Press; Lunge; Deadlift; Squat; Barbell Row; Overhead Press,pull was too heavy. short on time so I cut bp!,none,na
Squat,Calf Raise; Leg Press; Squat; Deadlift; Leg Extension; Pull-Up; Barbell Row,back squat could go heavier.,too_light,medium
Incline Bench Press,Romanian Deadlift; Incline Bench Press; Dumbbell Curl; Face Pull; Deadlift; Lateral Raise; Lat Pulldown; Dumbbell Fly,Solid session.,none,na
Leg Extension,Leg Press; Calf Raise; Barbell Row; Incline Bench Press; Leg Extension; Deadlift,not recovered today. row could go heavier!,other,low
Calf Raise,Barbell Row; Incline Bench Press; Calf Raise; Dumbbell Fly; Triceps Pushdown; Hamstring Curl; Dumbbell Curl,felt low energy today!,none,na
Deadlift,Leg Extension; Face Pull; Lunge; Barbell Row; Deadlift,barbell row missed reps.,none,na
Lat Pulldown,Lat Pulldown; Romanian Deadlift; Triceps Pushdown; Barbell Row; Face Pull,not recovered today.,other,high
Dumbbell Curl,Lat Pulldown; Leg Press; Lunge; Dumbbell Curl; Calf Raise; Romanian Deadlift,Solid session.,none,na
Triceps Pushdown,Hip Thrust; Deadlift; Triceps Pushdown; Barbell Row; Pull-Up; Lunge; Lat Pulldown,barbell row could go heavier could increase load. Need more rest.,none,na
Leg Extension,Overhead Press; Leg Extension; Lat Pulldown; Lateral Raise; Incline Bench Press,Note: felt gassed today.,none,na
Hamstring Curl,Incline Bench Press; Overhead Press; Leg Extension; Deadlift; Hip Thrust; Calf Raise; Lat Pulldown; Hamstring Curl,calf raise felt like warmup. stressful day today. Will adjust next time.,none,na
Pull-Up,Dumbbell Curl; Romanian Deadlift; Pull-Up; Calf Raise; Squat,biceps curl had tweak in my neck.,none,na
Deadlift,Dumbbell Fly; Calf Raise; Deadlift; Lateral Raise; Face Pull; Bench Press; Lat Pulldown,"rear delt, side raise, and bp felt easy could add weight next time.",none,na
Hamstring Curl,Squat; Pull-Up; Calf Raise; Dumbbell Fly; Lunge; Lat Pulldown; Hamstring Curl; Romanian Deadlift,db fly and split squat were super heavy. Need more rest.,none,na
Dumbbell Curl,Leg Extension; Dumbbell Curl; Romanian Deadlift; Deadlift; Triceps Pushdown,"quad extension, rope pushdown, and curl were super heavy. Need more rest.",too_heavy,medium
Barbell Row,Overhead Press; Dumbbell Curl; Calf Raise; Hamstring Curl; Leg Press; Barbell Row; Incline Bench Press; Leg Extension,leg curl had to stop early and I failed the last rep. db curl smoked me and I missed reps.,none,na
Barbell Row,Lunge; Deadlift; Hamstring Curl; Overhead Press; Barbell Row,Solid session.,none,na
Dumbbell Fly,Hamstring Curl; Barbell Row; Bench Press; Triceps Pushdown; Dumbbell Fly,pushdown had sharp pain in my elbow.,none,na
Squat,Overhead Press; Dumbbell Curl; Squat; Lunge; Leg Press; Lateral Raise,press and db curl felt too easy! side raise absolutely brutal and I failed the last rep.,none,na
Dumbbell Fly,Leg Press; Dumbbell Curl; Dumbbell Fly; Lat Pulldown; Incline Bench Press; Romanian Deadlift,press too easy!,none,na
Barbell Row,Squat; Barbell Row; Calf Raise; Overhead Press; Triceps Pushdown,military press felt easy could increase load!,none,na
Lunge,Leg Extension; Lateral Raise; Dumbbell Fly; Incline Bench Press; Calf Raise; Hamstring Curl; Lunge,BTW on db fly my form broke down!,none,na
Dumbbell Curl,Dumbbell Curl; Calf Raise; Squat; Incline Bench Press; Pull-Up; Lateral Raise; Lat Pulldown,couldnt get a bench so I couldnt do biceps curl. Overall ok.,equipment,low
Pull-Up,Barbell Row; Romanian Deadlift; Triceps Pushdown; Leg Press; Pull-Up; Overhead Press,on military press my lost tightness. Need more rest.,none,na
Lat Pulldown,Dumbbell Curl; Pull-Up; Hamstring Curl; Lat Pulldown; Lateral Raise,side raise was too light! ran out of time so I cut chinup.,none,na
Hamstring Curl,Face Pull; Deadlift; Hip Thrust; Barbell Row; Hamstring Curl; Lunge; Romanian Deadlift; Squat,Note: machine was taken so I couldnt do split squat!,none,na
Calf Raise,Incline Bench Press; Hamstring Curl; Overhead Press; Calf Raise; Face Pull; Leg Press; Lat Pulldown; Lunge,ran out of time so I cut lunge. Overall ok.,none,na
Deadlift,Romanian Deadlift; Hamstring Curl; Incline Bench Press; Leg Press; Deadlift,Note: rdl and hamstring curl were brutal. Need more rest.,none,na
Leg Extension,Incline Bench Press; Leg Extension; Romanian Deadlift; Hip Thrust; Barbell Row,romanian deadlift missed reps. hip thrust had felt tight in my wrist.,none,na
Calf Raise,Hip Thrust; Lat Pulldown; Dumbbell Curl; Squat; Calf Raise; Leg Press; Deadlift; Lateral Raise,calf raise had hurt in my elbow! biceps curl had to stop early and I failed the last rep. Overall ok.,pain,low
Hamstring Curl,Hamstring Curl; Calf Raise; Dumbbell Fly; Lateral Raise; Overhead Press; Barbell Row,side raise missed reps.,none,na
Hip Thrust,Triceps Pushdown; Hamstring Curl; Hip Thrust; Deadlift; Overhead Press; Lat Pulldown; Incline Bench Press; Lunge,"Also, split squat and pull felt light could add weight next time. bad sleep today. Need more rest.",none,na
Lat Pulldown,Romanian Deadlift; Pull-Up; Dumbbell Fly; Lateral Raise; Lat Pulldown,lat pulldown and rdl were brutal and I couldn't finish all reps. Overall ok.,too_heavy,high
Incline Bench Press,Incline Bench Press; Lateral Raise; Lunge; Overhead Press; Bench Press,split squat couldn't finish! flat bench felt easy could increase load!,none,na
Hamstring Curl,Dumbbell Fly; Hamstring Curl; Calf Raise; Overhead Press; Bench Press; Lunge; Leg Extension,had to leave early so I cut db fly. Will adjust next time.,none,na
Triceps Pushdown,Barbell Row; Leg Press; Romanian Deadlift; Incline Bench Press; Lat Pulldown; Triceps Pushdown,"Also, incline bench had sharp pain in my knee!",none,na
Dumbbell Curl,Dumbbell Fly; Bench Press; Overhead Press; Lateral Raise; Dumbbell Curl; Pull-Up,Note: fly had 4 reps in reserve.,none,na
Lat Pulldown,Lat Pulldown; Face Pull; Triceps Pushdown; Incline Bench Press; Leg Press,rear delt had aching in my knee. tricep pushdown absolutely brutal and I failed the last rep! lol,none,na
Hip Thrust,Overhead Press; Dumbbell Curl; Deadlift; Incline Bench Press; Hip Thrust,"Also, felt low energy today. ngl",other,medium
Leg Extension,Leg Extension; Dumbbell Fly; Triceps Pushdown; Bench Press; Calf Raise; Hamstring Curl,ran out of time so I cut leg curl! on benchpress my back rounded. db fly could go heavier could increase load.,none,na
Triceps Pushdown,Squat; Deadlift; Incline Bench Press; Triceps Pushdown; Face Pull; Lateral Raise,pull absolutely brutal and I failed the last rep.,none,na
Leg Extension,Hamstring Curl; Romanian Deadlift; Leg Extension; Deadlift; Incline Bench Press; Bench Press; Lateral Raise,on incline press my back rounded! deadlift absolutely brutal.,none,na
Deadlift,Lat Pulldown; Barbell Row; Leg Extension; Dumbbell Fly; Incline Bench Press; Deadlift; Face Pull; Hamstring Curl,pulldown had felt tight in my elbow!,none,na
Calf Raise,Face Pull; Calf Raise; Romanian Deadlift; Lunge; Hip Thrust; Leg Press,"Also, lunge couldn't finish.",none,na
Deadlift,Lateral Raise; Dumbbell Fly; Hamstring Curl; Deadlift; Leg Press; Calf Raise; Pull-Up; Hip Thrust,no cables available so I couldn't do hamstring curl!,none,na
Deadlift,Dumbbell Curl; Deadlift; Leg Press; Romanian Deadlift; Overhead Press; Lunge; Hip Thrust; Triceps Pushdown,Note: dl absolutely brutal and I failed the last rep! Need more rest.,too_heavy,low
Hamstring Curl,Dumbbell Curl; Leg Press; Incline Bench Press; Overhead Press; Hamstring Curl; Face Pull,rack was occupied so I couldn't do incline press. Will adjust next time.,none,na
Triceps Pushdown,Pull-Up; Squat; Incline Bench Press; Hamstring Curl; Triceps Pushdown; Leg Extension,BTW tricep pushdown and quad extension felt easy could add weight next time!,too_light,medium
Triceps Pushdown,Triceps Pushdown; Lunge; Squat; Hamstring Curl; Incline Bench Press,stressful day today. split squat failed last set.,none,na
Incline Bench Press,Dumbbell Curl; Pull-Up; Dumbbell Fly; Incline Bench Press; Overhead Press,incline bench had pain in my hip!,pain,high
Leg Press,Hip Thrust; Calf Raise; Hamstring Curl; Leg Press; Pull-Up,Note: pullup had pain in my knee.,none,na
Barbell Row,Barbell Row; Incline Bench Press; Hip Thrust; Dumbbell Curl; Lat Pulldown; Leg Press,Note: bb row failed last set!,too_heavy,low
Incline Bench Press,Incline Bench Press; Face Pull; Lunge; Bench Press; Deadlift; Dumbbell Fly; Triceps Pushdown; Overhead Press,"benchpress, deadlift, and ohp were too heavy and I couldn't finish all reps.",none,na
Overhead Press,Lat Pulldown; Pull-Up; Dumbbell Fly; Dumbbell Curl; Overhead Press,dumbbell fly had 4 reps in reserve! on lat pulldown my lost tightness. time crunch so I cut dumbbell curl.,none,na
Hamstring Curl,Hamstring Curl; Leg Press; Dumbbell Curl; Squat; Incline Bench Press; Pull-Up; Lat Pulldown; Barbell Row,stressful day today.,none,na
Barbell Row,Incline Bench Press; Dumbbell Curl; Leg Extension; Barbell Row; Overhead Press; Lunge; Face Pull,"Also, quad extension couldn't finish! biceps curl could go heavier next time add weight. bad sleep today.",none,na
Triceps Pushdown,Leg Press; Hip Thrust; Hamstring Curl; Bench Press; Face Pull; Triceps Pushdown,Note: on tricep pushdown my lost tightness.,form,medium
Face Pull,Lunge; Deadlift; Leg Press; Squat; Face Pull; Lat Pulldown,Note: dl absolutely brutal and I failed the last rep.,none,na
Deadlift,Leg Press; Squat; Leg Extension; Deadlift; Hip Thrust,BTW stressful day today.,none,na
Dumbbell Curl,Deadlift; Romanian Deadlift; Bench Press; Leg Press; Dumbbell Curl; Triceps Pushdown; Dumbbell Fly; Hamstring Curl,hamstring curl too easy! Will adjust next time.,none,na
Triceps Pushdown,Incline Bench Press; Leg Press; Leg Extension; Triceps Pushdown; Deadlift,quad extension had sharp pain in my neck. leg press smoked me and I failed the last rep. tricep pushdown had to stop early and I failed the last rep!,too_heavy,medium
Incline Bench Press,Face Pull; Incline Bench Press; Hip Thrust; Lunge; Hamstring Curl; Dumbbell Curl; Overhead Press,"Also, hip thrust, biceps curl, and hamstring curl felt light could add weight next time.",none,na
Pull-Up,Pull-Up; Dumbbell Fly; Calf Raise; Hamstring Curl; Leg Extension; Leg Press; Romanian Deadlift,chinup had 4 reps in reserve could increase load.,too_light,medium
Barbell Row,Dumbbell Curl; Barbell Row; Lat Pulldown; Calf Raise; Triceps Pushdown; Squat; Leg Extension; Overhead Press,short on time so I cut bb row.,time,medium
Barbell Row,Barbell Row; Leg Extension; Calf Raise; Bench Press; Dumbbell Fly; Deadlift,flat bench had tweak in my lower back!,none,na
Calf Raise,Lunge; Overhead Press; Barbell Row; Lateral Raise; Dumbbell Fly; Calf Raise; Lat Pulldown; Leg Extension,felt gassed today.,none,na
